job_id,skill_id
17743,0
17786,3
17786,13
17786,5
17786,1
17789,8
17796,30
17796,144
17796,1
17796,4
17796,13
17796,3
17796,0
17796,2
17818,1
17818,20
17827,1
17827,13
17827,10
17850,0
17869,1
17871,0
17876,1
17876,4
17876,0
17882,0
17882,22
17922,1
17924,0
17939,7
17939,186
17939,0
17964,0
17964,1
17964,5
18018,0
18018,1
18018,4
18023,1
18056,5
18056,0
18082,2
18082,1
18082,7
18082,186
18082,0
18092,0
18092,1
18108,0
18108,2
18108,1
18125,0
18150,1
18150,5
18150,0
18150,2
18165,0
18165,2
18165,1
18187,7
18187,186
18187,1
18218,7
18218,186
18218,5
18218,1
18218,15
18218,18
18218,62
18243,0
18243,20
18243,1
18304,4
18304,1
18308,0
18308,8
18341,1
18341,3
18341,8
18341,0
18341,5
18378,18
18378,62
18378,2
18378,3
18378,24
18378,4
18379,39
18379,1
18379,0
18379,2
18379,10
18381,1
18381,14
18381,0
18381,2
18443,4
18443,3
18443,1
18443,2
18443,0
18443,24
18443,6
18453,4
18453,13
18453,1
18453,5
18453,0
18454,0
18522,7
18522,186
18522,22
18527,0
18527,1
18572,0
18626,0
18626,24
18663,1
18663,3
18663,6
18663,2
18666,2
18666,0
18688,7
18688,186
18688,0
18688,1
18688,5
18709,1
18709,5
18709,0
18709,2
18742,5
18742,0
18745,36
18745,4
18745,1
18745,9
18745,8
18745,19
18768,0
18798,1
18798,13
18837,0
18841,8
18841,9
18841,17
18856,5
18856,7
18856,186
18951,0
18951,14
18951,1
18951,3
18995,26
18995,18
18995,62
19036,1
19036,0
19036,5
19045,22
19045,0
19046,8
19049,0
19049,24
19049,1
19049,9
19069,1
19078,1
19088,0
19088,1
19116,1
19116,0
19122,1
19122,0
19130,4
19130,3
19130,1
19130,2
19130,24
19130,6
19163,3
19182,1
19182,3
19182,4
19182,9
19182,13
19182,0
19182,2
19194,0
19194,5
19194,1
19194,22
19256,1
19256,5
19272,1
19285,1
19341,1
19341,0
19346,6
19346,0
19346,1
19346,4
19346,3
19387,0
19387,1
19387,5
19387,7
19387,186
19419,7
19419,186
19521,1
19521,5
19528,0
19528,7
19528,186
19532,1
19532,5
19532,3
19595,0
19595,4
19595,1
19618,1
19618,0
19626,1
19626,0
19691,18
19691,62
19691,0
19691,1
19740,0
19792,0
19792,4
19792,1
19792,5
19792,14
19792,20
19833,1
19833,5
19833,0
19843,1
19912,1
19928,1
19956,0
19956,2
19956,1
19956,18
19956,62
19976,1
19976,5
19976,0
20039,0
20039,2
20053,1
20053,4
20053,27
20071,0
20071,1
20071,5
20071,2
20098,0
20098,1
20101,0
20156,1
20162,0
20162,16
20208,25
20208,14
20208,4
20208,0
20227,0
20227,1
20241,1
20255,1
20255,0
20262,0
20262,1
20307,0
20346,1
20346,9
20347,1
20347,0
20364,5
20368,1
20368,0
20368,5
20368,7
20368,186
20392,0
20411,0
20411,1
20411,9
20411,2
20411,4
20501,8
20501,0
20501,1
20554,1
20554,5
20554,0
20571,1
20571,0
20571,6
20592,0
20604,1
20609,1
20609,0
20625,0
20625,2
20652,26
20652,5
20652,1
20652,0
20652,4
20652,13
20656,1
20656,4
20656,5
20656,0
20656,2
20854,8
20864,23
20864,1
20864,4
20864,3
20864,2
20864,18
20864,62
20888,1
20888,0
20889,0
20889,1
20951,1
20961,1
20961,18
20961,62
20961,9
20961,2
20976,0
20976,2
20976,1
20976,6
20998,1
21039,1
21072,0
21072,1
21072,4
21072,3
21072,2
21113,1
21113,5
21113,0
21145,8
21145,7
21145,186
21145,5
21239,4
21239,1
21239,0
21264,1
21264,0
21264,28
21264,5
21302,4
21334,0
21334,1
21334,5
21415,0
21415,4
21415,1
21415,6
21431,0
21431,1
21453,1
21453,0
21453,5
21453,3
21453,4
21453,8
21486,1
21486,5
21486,0
21486,9
21514,1
21514,5
21514,0
21578,5
21578,1
21578,0
21580,0
21580,1
21638,2
21641,0
21641,1
21660,0
21660,1
21660,3
21660,4
21660,2
21669,0
21669,1
21678,1
21678,0
21678,4
21729,1
21729,0
21770,0
21878,3
21878,1
21887,1
21887,0
21887,26
21888,4
21913,0
21913,5
21913,1
21928,1
21928,5
21928,0
21932,4
21932,3
21932,1
21932,2
21932,0
21932,6
21933,1
21933,0
21954,0
21958,1
21958,3
21958,4
21958,2
21964,0
21999,1
21999,4
21999,0
21999,3
22013,5
22013,0
22013,1
22013,4
22013,15
22069,1
22069,22
22069,0
22139,1
22139,0
22139,26
22139,13
22139,4
22145,1
22145,0
22145,7
22145,186
22158,1
22158,0
22204,1
22204,0
22204,2
22209,27
22209,1
22262,0
22275,0
22275,1
22275,20
22275,14
22340,0
22340,1
22349,0
22349,1
22349,4
22372,0
22452,5
22452,1
22452,0
22453,1
22453,5
22453,4
22477,1
22477,0
22495,22
22558,0
22558,5
22558,1
22610,0
22610,2
22610,4
22610,3
22610,1
22674,1
22729,0
22729,7
22729,186
22729,5
22729,1
22729,2
22729,9
22756,8
22756,5
22791,0
22808,1
22808,4
22808,5
22808,0
22817,4
22817,9
22817,10
22817,11
22817,0
22851,22
22851,4
22851,0
22950,1
22950,0
22967,0
22967,1
22967,2
22967,8
22974,8
22974,39
22974,13
22974,27
23001,9
23001,17
23044,1
23110,1
23110,0
23110,5
23139,0
23139,1
23139,2
23209,0
23209,22
23209,21
23211,0
23225,1
23225,2
23225,4
23267,0
23267,1
23303,0
23303,5
23311,0
23311,5
23311,1
23336,5
23336,7
23336,186
23348,0
23364,1
23374,10
23374,11
23374,9
23374,0
23386,0
23431,4
23431,1
23452,1
23452,12
23452,20
23452,0
23498,4
23498,1
23508,9
23508,11
23524,1
23524,0
23547,0
23611,0
23611,37
23632,1
23633,0
23633,1
23633,5
23633,26
23634,0
23634,2
23634,1
23634,4
23634,13
23634,3
23670,1
23677,0
23677,1
23693,1
23693,0
23717,16
23717,4
23717,1
23717,0
23717,14
23743,1
23743,5
23743,8
23770,22
23770,1
23770,5
23770,31
23770,13
23770,0
23780,3
23780,0
23780,2
23852,1
23852,0
23884,1
23884,27
23884,9
23970,5
23970,1
23970,0
23971,4
23971,26
23971,36
23971,5
23971,1
23971,7
23971,186
23971,15
23996,4
23996,1
23996,3
23999,4
23999,3
23999,1
24016,1
24016,5
24016,3
24016,4
24016,13
24016,8
24113,0
24113,5
24113,1
24113,8
24175,1
24201,1
24201,5
24201,0
24221,1
24221,0
24221,3
24221,26
24221,13
24221,4
24240,0
24250,5
24250,1
24250,4
24250,13
24250,15
24250,22
24269,1
24282,0
24282,2
24282,1
24289,1
24289,2
24289,0
24291,0
24291,14
24322,0
24385,2
24385,0
24385,4
24385,13
24385,1
24385,5
24394,2
24394,1
24394,4
24394,3
24394,27
24394,5
24394,0
24394,28
24445,30
24445,144
24445,9
24445,1
24459,0
24525,4
24525,0
24525,1
24561,1
24561,14
24561,8
24595,1
24595,4
24595,17
24633,0
24821,4
24821,1
24838,0
24851,23
24887,1
24887,5
24929,1
24962,0
24962,5
24962,1
24989,0
25044,8
25044,1
25044,0
25044,22
25051,3
25051,0
25051,26
25052,3
25052,1
25054,14
25054,1
25054,3
25054,4
25054,0
25118,1
25118,0
25126,1
25126,5
25126,0
25126,13
25147,1
25152,0
25152,1
25167,0
25167,1
25167,9
25179,1
25197,0
25197,1
25197,5
25202,20
25217,1
25228,1
25228,0
25228,14
25233,0
25246,1
25246,5
25248,1
25248,0
25248,4
25248,2
25298,26
25298,0
25298,1
25298,8
25352,0
25352,5
25352,1
25354,0
25354,1
25363,1
25363,0
25375,1
25375,0
25397,0
25397,1
25398,0
25398,1
25398,31
25405,1
25405,4
25405,0
25416,1
25491,0
25507,4
25507,3
25517,0
25528,1
25528,4
25535,1
25535,0
25545,0
25545,1
25588,0
25588,5
25588,1
25605,0
25605,1
25605,6
25621,0
25630,1
25630,5
25630,0
25630,2
25653,1
25653,0
25653,16
25685,1
25712,7
25712,186
25712,0
25712,1
25712,5
25735,5
25735,1
25772,5
25772,1
25772,0
25804,0
25804,8
25814,0
25814,1
25814,3
25838,8
25874,0
25874,1
25874,22
25889,1
25889,0
25898,0
25898,1
25920,0
25920,2
25920,1
25937,1
25937,0
25937,4
25937,13
25960,0
25960,1
25995,0
26004,1
26004,0
26021,1
26021,8
26021,4
26021,13
26032,1
26032,5
26032,3
26032,0
26040,8
26045,1
26045,4
26045,3
26049,5
26049,7
26049,186
26169,1
26169,5
26229,0
26277,0
26277,2
26277,1
26277,12
26277,6
26305,0
26305,32
26305,4
26305,1
26314,1
26314,0
26322,1
26322,0
26336,0
26336,7
26336,186
26372,0
26372,1
26406,1
26406,0
26417,0
26450,0
26450,1
26450,4
26458,1
26458,4
26458,0
26482,1
26482,9
26482,5
26482,0
26489,0
26489,1
26489,5
26560,1
26560,0
